fighter,odds,ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,current_lose_streak,current_win_streak,draw,avg_SIG_STlanded,avg_SIG_STpct,avg_TD_landed,avg_TD_pct,longest_win_streak,losses,total_rounds_fought,total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,wins,Stance,Height_cms,Reach_cms,Weight_lbs,age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,match_weightclass_rank,Women's Flyweight_rank,Women's Featherweight_rank,Women's Strawweight_rank,Women's Bantamweight_rank,Heavyweight_rank,Light Heavyweight_rank,Middleweight_rank,Welterweight_rank,Lightweight_rank,Featherweight_rank,Bantamweight_rank,Flyweight_rank,Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,kd_bout,sig_str_landed_bout,sig_str_attempted_bout,sig_str_pct_bout,tot_str_landed_bout,tot_str_attempted_bout,td_landed_bout,td_attempted_bout,td_pct_bout,sub_attempts_bout,pass_bout,rev_bout,bout_id,opponent,corner,avg_SUATT,country_of_origin,camp,camp_country,camp_city,primary_discipline,boxer,wrestler,thai_boxer,kickboxer,karateka,judoka,mixed_martial_artist,taekwondoin,kung_fu_jia,jiujitiero,sambo_practitioner,g_in_a_gi,capoeira_artist,striking_arts,wrestling_arts
Donald Cerrone,150,150.0,2015-12-19,"Orlando, Florida, USA", USA,0,True,Lightweight,MALE,5,0,8,0,,,0.722222222,0.293888889,8,3,38,0,0,0,6,5,4,0,15,Orthodox,185.42,185.42,155,32,0,4,3,2,2,-10,-1,2,2,12.7,7.62,-1,9.22222223,-0.277777778,-1.444444445,0,1,2.0,,,,,,,,,2.0,,,,,0,KO/TKO,Punches,1.0,1:06,66.0,0.0,4.0,7.0,0.57,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,b0b0261e56f307c8f67077ef1db2ec1d,Rafael Dos Anjos,Blue,0.388888889,United States,,,,muay thai,0,0,1,1,0,0,1,0,0,1,0,1,0,2,0
Alistair Overeem,195,195.0,2015-12-19,"Orlando, Florida, USA", USA,1,False,Heavyweight,MALE,3,0,2,0,,,0.285714286,0.214285714,2,3,13,0,0,0,2,2,0,0,4,Orthodox,193.04,203.2,265,35,0,1,-7,-7,-1,-21,-4,-6,0,0.0,7.62,-4,-15.6043956,-0.076923077,-0.098901099,0,1,9.0,,,,,9.0,,,,,,,,,0,KO/TKO,Punches,2.0,4:43,583.0,1.0,32.0,43.0,0.74,32.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,04af0c6d8e799f7159985e6723af9d87,Junior Dos Santos,Blue,0.0,,Elevation Fight Team ,Colorado,Denver,kickboxing,0,0,1,1,0,1,0,0,0,1,0,0,0,2,1
Nate Diaz,300,300.0,2015-12-19,"Orlando, Florida, USA", USA,1,False,Lightweight,MALE,3,1,0,0,,,0.75,0.324,5,8,47,2,0,1,1,2,8,0,12,Southpaw,182.88,193.04,170,30,0,0,1,4,-3,14,1,-1,8,5.08,7.62,-1,-1.37692308,1.15,0.288461538,0,1,15.0,,,,,,,,,15.0,,,,,0,U-DEC,,3.0,5:00,900.0,0.0,153.0,300.0,0.51,157.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,69a857eacd29ecd9d6b659ae2ce5bd54,Michael Johnson,Blue,1.15,United States,Cesar Gracie Fight Team,California,Pleasant Hill,jiu jitsu,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Karolina Kowalkiewicz,145,145.0,2015-12-19,"Orlando, Florida, USA", USA,1,False,Women's Strawweight,FEMALE,3,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,162.56,115,30,0,-1,-1,-1,1,-6,0,0,0,-2.54,2.54,0,-36.5,-0.5,-1.5,0,1,,,,,,,,,,,,,,,0,U-DEC,,3.0,5:00,900.0,0.0,66.0,169.0,0.39,104.0,216.0,0.0,0.0,0.0,0.0,2.0,0.0,025c400b3a707e395229effb7d1298bb,Randa Markos,Blue,,Poland,,,,muay thai,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Myles Jury,-165,60.60606061,2015-12-19,"Orlando, Florida, USA", USA,0,False,Featherweight,MALE,3,1,0,0,,,1.857142857,0.471428571,6,1,16,0,0,1,2,2,1,0,6,Orthodox,177.8,185.42,145,27,0,0,2,-2,5,-11,0,2,-6,0.0,-2.54,-1,-0.21428572,-1.071428571,0.785714286,0,1,,,,,,,,,,9.0,,,,,0,SUB,Guillotine Choke,1.0,3:05,185.0,0.0,5.0,16.0,0.31,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,56390f84053cec45eb264699f75cabd8,Charles Oliveira,Blue,0.285714286,,Alliance MMA,California,San Diego,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Nate Marquardt,350,350.0,2015-12-19,"Orlando, Florida, USA", USA,1,False,Middleweight,MALE,3,2,0,0,,,1.526315789,0.471052632,4,8,40,1,0,0,4,4,3,0,11,Orthodox,182.88,187.96,185,36,0,0,1,2,-1,9,0,2,1,-5.08,-5.08,-4,2.70394737,0.174342105,-0.411184211,0,1,,,,,,,,,,,,,,,0,KO/TKO,Punch,2.0,0:28,328.0,1.0,16.0,27.0,0.59,16.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,a9d776083ac05e1fe885da4f903483ae,CB Dollaway,Blue,0.736842105,,,,,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Valentina Shevchenko,-105,95.23809524,2015-12-19,"Orlando, Florida, USA", USA,1,False,Women's Bantamweight,FEMALE,3,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,165.1,167.64,125,27,1,0,-1,-1,2,-8,0,0,0,0.0,-2.54,3,-118.0,0.0,-0.333333333,0,1,,,,,,,,,,,,,,,0,S-DEC,,3.0,5:00,900.0,0.0,32.0,44.0,0.72,66.0,78.0,4.0,9.0,0.44,0.0,1.0,0.0,4af5cd397ff0182e4b17333e80465292,Sarah Kaufman,Blue,,Kyrgyzstan,Tiger Muay Thai,Thailand,Phuket,kickboxing,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0
Tamdan McCrory,180,180.0,2015-12-19,"Orlando, Florida, USA", USA,1,False,Middleweight,MALE,3,1,0,0,,,1.5,0.383333333,1,3,12,0,0,0,1,1,1,0,3,Switch,193.04,198.12,185,29,-1,-3,-2,0,-3,7,0,-1,0,2.54,-2.54,-2,-2.5,1.333333334,1.166666667,0,1,,,,,,,,,,,,,,,neither,SUB,Triangle Choke,3.0,4:10,850.0,0.0,39.0,53.0,0.73,80.0,97.0,2.0,4.0,0.5,1.0,5.0,1.0,15742a9da9306c53f722b90eab088b31,Josh Samman,Blue,1.666666667,,,,,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Danny Castillo,120,120.0,2015-12-19,"Orlando, Florida, USA", USA,0,False,Lightweight,MALE,3,3,0,0,,,2.230769231,0.316923077,3,6,34,0,0,1,4,2,0,0,7,Orthodox,175.26,180.34,155,36,-2,0,-1,-2,0,-7,0,1,-1,2.54,7.62,-5,-9.15384615,-0.902564102,-1.169230769,0,1,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,0.0,57.0,124.0,0.45,60.0,127.0,2.0,6.0,0.33,0.0,2.0,0.0,770257d7747b828a737216b93f6ccb25,Nik Lentz,Blue,0.230769231,,,,,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Leon Edwards,200,200.0,2015-12-19,"Orlando, Florida, USA", USA,0,False,Welterweight,MALE,3,0,2,0,,,0.0,0.0,2,1,7,0,0,0,1,1,0,0,2,Southpaw,182.88,187.96,170,24,0,1,1,1,-1,5,-1,1,-1,0.0,-5.08,4,9.0,-1.0,-6.0,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,26.0,57.0,0.45,36.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,c6841a083e9063e5ebcac48ae75e0952,Kamaru Usman,Blue,0.0,England,Team Renegade Jiu Jitsu and MMA,United Kingdom,Birmingham,mixed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Vicente Luque,-130,76.92307692,2015-12-19,"Orlando, Florida, USA", USA,1,False,Welterweight,MALE,3,1,0,0,,,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,24,0,0,0,0,0,1,-1,0,0,2.54,12.7,9,25.0,1.0,0.0,0,1,,,,,,,,,,,,,,,neither,SUB,Anaconda Choke,1.0,2:13,133.0,0.0,12.0,26.0,0.46,12.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,ab05c7522e5478939defdbaefa77de54,Hayder Hassan,Blue,1.0,Brazil,Sanford MMA formerly the Blackzilians,Florida,Fort Lauderdale,karate,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Luis Henrique,120,120.0,2015-12-19,"Orlando, Florida, USA", USA,0,False,Heavyweight,MALE,3,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,243,22,0,0,0,0,0,0,0,0,0,-5.08,-22.86,7,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,2:53,473.0,0.0,5.0,10.0,0.5,33.0,40.0,1.0,6.0,0.16,0.0,1.0,0.0,7f453c0e238eeee7c651696a9152c82e,Francis Ngannou,Blue,,,,,,muay thai,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Conor McGregor,-105,95.23809524,2015-12-12,"Las Vegas, Nevada, USA", USA,1,True,Featherweight,MALE,5,0,6,0,,,0.833333333,0.3,6,0,10,1,0,0,1,5,0,0,6,Southpaw,175.26,187.96,155,27,0,-1,-1,-1,0,-20,-6,3,0,5.08,10.16,2,-25.97619047,-0.428571429,-0.880952381,0,1,1.0,,,,,,,,,,1.0,,,12.0,0,KO/TKO,Punch,1.0,0:13,13.0,1.0,5.0,6.0,0.83,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6ed72dbf78b4a4e0d919d42b5e2685ca,Jose Aldo,Blue,0.0,,SBG Ireland,Ireland,Dublin,boxing,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Luke Rockhold,130,130.0,2015-12-12,"Las Vegas, Nevada, USA", USA,1,True,Middleweight,MALE,5,0,4,0,,,0.2,0.2,4,1,7,0,0,0,0,1,3,0,4,Southpaw,190.5,195.58,185,31,0,-5,-5,-5,-1,-13,-4,-3,1,2.54,-2.54,0,-19.0,0.222222222,-2.133333333,0,1,1.0,,,,,,,1.0,,,,,,,0,KO/TKO,Punches,4.0,3:12,1092.0,0.0,126.0,191.0,0.65,161.0,229.0,2.0,4.0,0.5,1.0,5.0,0.0,7727ff14461a4a0e99cac31c4806e5ec,Chris Weidman,Blue,1.0,United States,RVCA Training Center ,California,Costa Mesa,jiu jitsu,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2
Yoel Romero,120,120.0,2015-12-12,"Las Vegas, Nevada, USA", USA,1,False,Middleweight,MALE,3,0,6,0,,,1.833333333,0.305,6,0,16,0,0,0,1,5,0,0,6,Southpaw,182.88,185.42,185,38,0,1,1,1,0,7,0,4,-3,-2.54,2.54,-2,21.0,-1.2,0.233333333,0,1,3.0,,,,,,,3.0,,,,,,,1,S-DEC,,3.0,5:00,900.0,1.0,46.0,92.0,0.5,56.0,104.0,0.0,1.0,0.0,0.0,0.0,0.0,51335c26cf28ba6082d458906534320f,Jacare Souza,Blue,0.0,,American Top Team,Florida,Coconut Creek,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Gunnar Nelson,-125,80.0,2015-12-12,"Las Vegas, Nevada, USA", USA,0,False,Welterweight,MALE,3,0,1,0,,,1.0,0.625,4,1,13,0,0,0,1,0,4,0,5,Switch,180.34,182.88,170,27,0,-2,-1,-10,5,-42,-1,-1,-3,-5.08,0.0,11,1.92857143,-0.119047619,-1.380952381,0,1,12.0,,,,,,,,12.0,,,,,,0,U-DEC,,3.0,5:00,900.0,0.0,2.0,4.0,0.5,7.0,10.0,1.0,1.0,1.0,0.0,2.0,2.0,ef612fda81b65ff48842309e4f3c31f9,Demian Maia,Blue,0.833333333,Iceland,SBG Ireland,Ireland,Dublin,karate,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Jeremy Stephens,360,360.0,2015-12-12,"Las Vegas, Nevada, USA", USA,0,False,Featherweight,MALE,3,0,1,0,,,1.285714286,0.336666667,3,10,56,0,0,1,4,5,0,1,11,Orthodox,172.72,180.34,145,29,0,-6,-4,1,-7,25,0,1,-2,-7.62,5.08,-5,-28.3040293,0.043956044,1.208791209,0,1,8.0,,,,,,,,,,8.0,,,,0,U-DEC,,3.0,5:00,900.0,0.0,47.0,95.0,0.49,60.0,110.0,0.0,12.0,0.0,0.0,0.0,0.0,9a5e7a08bc6f3c876d4fc73602ff6e14,Max Holloway,Blue,0.428571429,United States,Alliance MMA,California,San Diego,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Frankie Saenz,390,390.0,2015-12-12,"Las Vegas, Nevada, USA", USA,0,False,Bantamweight,MALE,3,0,3,0,,,3.0,0.486666667,3,0,9,0,0,1,2,0,0,0,3,Orthodox,167.64,167.64,135,35,1,3,-1,-5,4,-27,-3,0,-6,0.0,-2.54,1,23.41666667,-0.333333334,1.5,0,1,13.0,,,,,,,,,,,13.0,,,0,U-DEC,,3.0,5:00,900.0,0.0,66.0,136.0,0.48,72.0,143.0,0.0,3.0,0.0,0.0,0.0,1.0,b7200f0dff15d161d9962e2d7561e4ea,Urijah Faber,Blue,0.333333333,United States,,,,wrestling,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
Jocelyn Jones-Lybarger,245,245.0,2015-12-12,"Las Vegas, Nevada, USA", USA,0,False,Women's Strawweight,FEMALE,3,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,162.56,115,30,0,-2,-2,-2,0,-6,0,0,0,15.24,10.16,-4,-64.0,0.0,-1.5,0,1,,,,,,,,,,,,,,,0,U-DEC,,3.0,5:00,900.0,0.0,29.0,106.0,0.27,53.0,137.0,0.0,2.0,0.0,0.0,0.0,0.0,03b261e7f2e6cf7edf2494ef160e66b4,Tecia Torres,Blue,,,,,,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Colby Covington,-125,80.0,2015-12-12,"Las Vegas, Nevada, USA", USA,0,False,Welterweight,MALE,3,0,3,0,,,3.0,0.536666667,3,0,7,0,0,0,1,1,1,0,3,Orthodox,180.34,182.88,170,27,0,0,0,0,0,-1,-1,1,-1,0.0,0.0,-3,-7.66666667,-0.666666667,1.333333333,0,1,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1.0,1:26,86.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.5,0.0,1.0,0.0,280a108381638308801a0b0a386838ff,Warlley Alves,Blue,0.333333333,United States,,,,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Kevin Lee,-650,15.38461538,2015-12-12,"Las Vegas, Nevada, USA", USA,0,False,Lightweight,MALE,3,0,4,0,,,2.8,0.438,4,1,13,0,0,1,2,0,1,0,4,Orthodox,175.26,195.58,170,23,0,2,2,1,0,3,-1,0,-1,-7.62,5.08,12,22.6,0.7,1.8,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,3:26,206.0,0.0,10.0,46.0,0.21,10.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,5b9475b7c823411697d586b3d95485c6,Leonardo Santos,Blue,1.2,United States,Xtreme Couture,Nevada,Las Vegas,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Magomed Mustafaev,-360,27.77777778,2015-12-12,"Las Vegas, Nevada, USA", USA,1,False,Lightweight,MALE,3,0,1,0,,,0.0,0.0,1,0,2,0,0,0,0,0,0,1,1,Orthodox,172.72,180.34,155,27,0,0,-1,-3,2,-11,0,-1,-1,-5.08,-2.54,3,-16.16666667,-1.333333333,0.0,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Knee,1.0,1:54,114.0,1.0,18.0,27.0,0.66,22.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,b9c9d02a149cde9d00d077a8c47f3465,Joe Proctor,Blue,0.0,Russia,JacksonWink MMA,New Mexico,Albuquerque,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Yancy Medeiros,150,150.0,2015-12-12,"Las Vegas, Nevada, USA", USA,1,False,Lightweight,MALE,3,1,0,0,,,0.0,0.0,2,4,7,0,0,0,0,0,2,0,2,Orthodox,177.8,190.5,155,28,0,0,-1,-4,0,-16,0,-3,2,5.08,17.78,2,-36.96666667,0.5,0.0,0,1,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,1.0,80.0,268.0,0.29,80.0,268.0,0.0,1.0,0.0,0.0,0.0,0.0,69c6eff16cff6cf75b50adb21031f9d3,John Makdessi,Blue,0.5,United States,Cesar Gracie Fight Team,California,Pleasant Hill,karate,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Marcio Alexandre Junior,145,145.0,2015-12-12,"Las Vegas, Nevada, USA", USA,0,False,Welterweight,MALE,3,2,0,0,,,0.5,0.125,0,2,6,1,0,0,0,0,0,0,0,Southpaw,182.88,190.5,185,26,-1,0,-3,-5,1,-17,0,0,-2,2.54,0.0,4,-55.25,-0.625,-1.5,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,23.0,48.0,0.47,28.0,53.0,0.0,0.0,0.0,1.0,0.0,0.0,2ac0f750045767bef11c4e54f41e4aee,Court McGee,Blue,0.0,,,,,karate,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Chad Mendes,115,115.0,2015-12-11,"Las Vegas, Nevada, USA", USA,0,False,Featherweight,MALE,5,1,0,0,,,2.181818182,0.308181818,5,3,24,3,0,0,3,5,0,0,8,Orthodox,167.64,167.64,145,30,-1,-4,0,-5,2,-44,-4,2,-2,0.0,-5.08,4,-35.13131313,-0.262626262,-1.207070707,0,1,3.0,,,,,,,,,,3.0,,,,0,KO/TKO,Punch,1.0,2:28,148.0,0.0,5.0,17.0,0.29,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,a871cd6fd4ebece7beffaa6630ebbbc9,Frankie Edgar,Blue,0.181818182,,Team Alpha Male,California,Sacramento,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Ryan Hall,145,145.0,2015-12-11,"Las Vegas, Nevada, USA", USA,1,True,Lightweight,MALE,4,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,180.34,155,30,0,0,0,0,0,0,0,0,0,2.54,15.24,-1,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,23.0,41.0,0.56,169.0,201.0,1.0,3.0,0.33,1.0,1.0,0.0,5c5c0b46ed02ec36b51401c96b8f51d5,Artem Lobov,Blue,,United States,Tristar Gym,Quebec,Montreal,jiu jitsu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tony Ferguson,-150,66.66666667,2015-12-11,"Las Vegas, Nevada, USA", USA,1,False,Lightweight,MALE,3,0,6,0,,,0.6,0.416,6,1,19,1,0,1,2,2,3,1,9,Orthodox,180.34,193.04,155,31,0,5,2,-1,2,-11,1,-2,3,0.0,2.54,-2,-5.2,0.823076923,0.292307692,0,1,7.0,,,,,,,,,7.0,,,,,0,SUB,D'Arce Choke,2.0,2:54,474.0,0.0,61.0,116.0,0.52,69.0,127.0,0.0,2.0,0.0,1.0,1.0,0.0,24478c6b22f1d0316de26f781ef10723,Edson Barboza,Blue,0.9,United States,,,,kung fu,1,1,0,0,0,0,1,0,1,1,0,1,0,2,1
Evan Dunham,-190,52.63157895,2015-12-11,"Las Vegas, Nevada, USA", USA,1,False,Lightweight,MALE,3,0,2,0,,,1.466666667,0.338666667,4,6,37,0,0,3,3,1,1,1,9,Southpaw,177.8,177.8,155,33,0,1,1,-3,1,1,0,-2,-6,0.0,-2.54,-2,41.00350878,-0.501754386,0.203508772,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,127.0,291.0,0.43,147.0,318.0,1.0,3.0,0.33,0.0,1.0,0.0,8d5c5134a720be339a48ca29da60e0be,Joe Lauzon,Blue,0.866666667,,Xtreme Couture,Nevada,Las Vegas,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Jason Knight,235,235.0,2015-12-11,"Las Vegas, Nevada, USA", USA,0,False,Featherweight,MALE,3,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,145,23,0,-1,-1,-2,1,-8,0,0,-1,7.62,5.08,14,-24.33333333,-0.666666667,-2.666666667,0,1,,,,,,,,,,,,,,,0,U-DEC,,3.0,5:00,900.0,0.0,28.0,42.0,0.66,44.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,1c6fd44c9aa076decdd60951b219b508,Tatsuya Kawajiri,Blue,,,,,,boxing,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Marcin Wrzosek,-125,80.0,2015-12-11,"Las Vegas, Nevada, USA", USA,0,False,Lightweight,MALE,3,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,178.0,155,28,0,0,0,0,0,0,0,0,0,-10.16,-9.96,-2,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,0.0,52.0,119.0,0.43,124.0,204.0,3.0,12.0,0.25,0.0,0.0,0.0,6432cf9bcdfba89f02f78ec5d519e62d,Julian Erosa,Blue,,,,,,kickboxing,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Konstantin Erokhin,-140,71.42857143,2015-12-11,"Las Vegas, Nevada, USA", USA,0,False,Heavyweight,MALE,3,1,0,0,,,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,230,32,2,0,-4,-11,8,-30,-1,-7,-4,-7.62,-7.62,4,3.6,-0.55,-1.05,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,15.0,51.0,0.29,28.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,f8fd6c2821cddae8c018edc954b773b5,Gabriel Gonzaga,Blue,0.0,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mike Pierce,180,180.0,2015-12-11,"Las Vegas, Nevada, USA", USA,0,False,Welterweight,MALE,3,1,0,0,,,2.384615385,0.388461538,4,4,34,0,0,1,4,3,1,0,9,Orthodox,172.72,177.8,170,35,0,0,0,5,-3,17,0,3,1,-12.7,-10.16,-3,-23.03076923,-0.169230769,-1.415384615,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,42.0,127.0,0.33,44.0,130.0,0.0,3.0,0.0,0.0,0.0,0.0,a7ac471c6c930ca1c119502a4c921c4e,Ryan LaFlare,Blue,0.230769231,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Geane Herrera,-130,76.92307692,2015-12-11,"Las Vegas, Nevada, USA", USA,1,False,Flyweight,MALE,3,1,0,0,,,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,165.1,167.64,125,25,-1,-1,-1,-1,0,-3,0,0,0,-2.54,-5.08,-1,-32.0,-0.5,-1.0,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,4:28,568.0,1.0,40.0,118.0,0.33,42.0,120.0,1.0,1.0,1.0,0.0,0.0,0.0,d3d604aaf29dce1b891402cfde2da595,Joby Sanchez,Blue,0.0,,,,,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Abner Lloveras,125,125.0,2015-12-11,"Las Vegas, Nevada, USA", USA,0,False,Lightweight,MALE,3,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,155,33,0,0,0,0,0,0,0,0,0,7.62,7.62,-4,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,94.0,189.0,0.49,99.0,194.0,2.0,10.0,0.2,0.0,1.0,0.0,aa460656606733f17c6764ba4307d84a,Chris Gruetzemacher,Blue,,,,,,muay thai,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Paige VanZant,-140,71.42857143,2015-12-10,"Las Vegas, Nevada, USA", USA,0,False,Women's Strawweight,FEMALE,5,0,3,0,,,2.666666667,0.44,3,0,9,0,0,0,1,1,1,0,3,Orthodox,162.56,165.1,115,21,0,2,2,2,1,5,-1,1,0,-2.54,0.0,2,46.5,0.833333333,1.666666667,0,1,7.0,,,7.0,,,,,,,,,,,0,SUB,Rear Naked Choke,5.0,2:25,1345.0,0.0,10.0,50.0,0.2,53.0,97.0,0.0,2.0,0.0,0.0,0.0,0.0,a05a2aa53ab807e20e843eddedd0cbdd,Rose Namajunas,Blue,1.333333333,,,,,boxing,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Michael Chiesa,-150,66.66666667,2015-12-10,"Las Vegas, Nevada, USA", USA,1,False,Lightweight,MALE,3,0,1,0,,,1.714285714,0.361428571,2,2,15,1,0,0,2,0,3,0,5,Southpaw,185.42,190.5,170,28,0,0,-5,-9,4,-32,1,-2,-3,12.7,10.16,4,-4.54285714,-0.985714286,0.414285714,0,1,,,,,,,,,,,,,,,0,SUB,Rear Naked Choke,2.0,2:57,477.0,0.0,13.0,30.0,0.43,33.0,55.0,2.0,2.0,1.0,1.0,3.0,0.0,63b32d90b66c88d57683d0e61156b571,Jim Miller,Blue,0.714285714,United States,,,,wrestling,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Cody Pfister,650,650.0,2015-12-10,"Las Vegas, Nevada, USA", USA,0,False,Lightweight,MALE,3,0,1,0,,,2.5,0.355,1,1,5,0,0,0,1,0,0,0,1,Orthodox,177.8,185.42,155,25,0,0,0,0,-1,4,0,-1,0,-5.08,5.08,-6,-7.5,0.0,1.5,0,1,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,2.0,0:41,341.0,0.0,5.0,8.0,0.62,40.0,44.0,2.0,2.0,1.0,0.0,1.0,0.0,e1895850620add4d46e9fa988e2e9493,Sage Northcutt,Blue,0.0,,,,,mixed,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
Thiago Santos,185,185.0,2015-12-10,"Las Vegas, Nevada, USA", USA,1,False,Middleweight,MALE,3,0,2,0,,,0.0,0.0,2,2,7,0,0,0,0,3,0,0,3,Orthodox,187.96,193.04,205,31,0,-1,-1,0,-2,0,-1,1,0,2.54,2.54,-4,-36.86666667,0.0,-2.666666667,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,52.0,81.0,0.64,83.0,112.0,1.0,2.0,0.5,0.0,0.0,0.0,ed7dfff33bee266bc5a6e7eb32d3c5af,Elias Theodorou,Blue,0.0,Brazil,American Top Team,Florida,Coconut Creek,capoeira,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0
