fighter,primary_discipline,boxer,wrestler,thai_boxer,kickboxer,karateka,judoka,mixed_martial_artist,taekwondoin,kung_fu_jia,jiujitiero,sambo_practitioner,g_in_a_gi,capoeira_artist,striking_arts,wrestling_arts
Jessica Rakoczy,boxing,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Eddie Gordon,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Pawel Pawlak,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Seth Baczynski,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Bartosz Fabinski,judo,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Izabela Badurek,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Marcin Bandel,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ron Stallings,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Leonardo Mafra,muay thai,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Jorge de Oliveira,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bentley Syler,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jake Lindsey,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Larissa Pacheco,mixed,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Masio Fullen,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
William Patolino,mixed,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Ivan Jorge,jiu jitsu,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Ian McCall,kung fu,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0
Richardson Moreira,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Phil Davis,wrestling,1,1,1,0,0,0,0,0,0,1,0,0,0,2,1
Akira Corassani,taekwondo,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0
Andy Ogle,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
John Howard,wrestling,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
Johnny Case,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Matt Van Buren,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Tateki Matsuda,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Danny Castillo,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Alexis Dufresne,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Elias Silverio,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Tom Niinimaki,kickboxing,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Leandro Issa,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Marcio Alexandre Junior,karate,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Jamie Varner,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Joe Ellenberger,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
David Michaud,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Emily Peters Kagan,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Todd Duffee,boxing,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Ruslan Magomedov,boxing,1,1,1,1,1,0,0,0,0,0,0,0,0,4,1
Luke Barnatt,mixed,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1
Yves Edwards,mixed,0,0,1,0,1,0,0,0,1,1,0,0,0,3,0
Juan Puig,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Edgar Garcia,mixed,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Caio Magalhaes,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Wagner Silva,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Soa Palelei,mixed,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Luke Zachrich,boxing,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
Jumabieke Tuerxun,mixed,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Fabricio Camoes,jiu jitsu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tor Troeng,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Manvel Gamburyan,judo,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
Michinori Tanaka,judo,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Kazuki Tokudome,mixed,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1
Paulo Thiago,judo,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Matt Mitrione,karate,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Sean Soriano,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ruan Potts,judo,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
Francis Carmont,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Aaron Phillips,taekwondo,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Sai Wang,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Roland Delorme,judo,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
An Ying Wang,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Elizabeth Phillips,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tom Watson,boxing,1,0,0,1,1,0,1,0,1,0,0,0,0,4,0
Kyle Kingsbury,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hernani Perpetuo,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Akbarh Arreola,jiu jitsu,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
Andreas Stahl,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Steven Siler,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Cody Donovan,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Justin Salas,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Jesse Ronson,kickboxing,1,1,0,1,0,0,0,0,0,0,0,1,0,2,1
Patrick Walsh,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
George Roop,mixed,0,1,0,0,0,1,1,1,0,0,0,0,0,1,2
Clint Hester,boxing,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1
Colton Smith,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Johnny Bedford,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Marcelo Guimaraes,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Chris Indich,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Yaotzin Meza,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Bobby Voelker,mixed,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0
Rodrigo Damm,jiu jitsu,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Vaughan Lee,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chris Holdsworth,mixed,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
Anthony Njokuani,taekwondo,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0
Costas Philippou,boxing,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Anthony Lapsley,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Estevan Payan,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ryan Jimmo,karate,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Mark Bocek,jiu jitsu,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Minotauro Nogueira,judo,1,1,0,0,0,1,0,0,0,1,0,0,0,1,2
Ronny Markes,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Thiago Perpetuo,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jake Shields,jiu jitsu,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Sean Spencer,boxing,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Renee Forte,mixed,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0
Will Campuzano,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Bubba McDaniel,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Daniel Pineda,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cyrille Diabate,kickboxing,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0
Nam Phan,karate,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
Albert Cheng,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cody Gibson,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Rafaello Oliveira,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ernest Chavez,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cristiano Marcello,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ildemar Alcantara,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Nick Catone,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Junior Hernandez,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Isaac Vallie-Flagg,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Charlie Brenneman,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Royston Wee,muay thai,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Dustin Kimura,kickboxing,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Chris Leben,wrestling,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
Robert Peralta,taekwondo,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
Darren Uyenoyama,jiu jitsu,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Pat Barry,kickboxing,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Julie Kedzie,taekwondo,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0
Nick Ring,boxing,1,0,1,0,0,0,1,0,0,1,0,0,0,2,0
Bruno Santos,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ben Wall,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Joshua Sampo,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Georges St-Pierre,karate,1,1,0,0,1,0,1,0,0,1,0,0,0,2,1
Josh Koscheck,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Jason High,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Jose Maria,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alessio Sakara,jiu jitsu,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Phil Harris,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rosi Sexton,jiu jitsu,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
Jimy Hettes,judo,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
George Sotiropoulos,jiu jitsu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TJ Waldburger,jiu jitsu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jeremy Larsen,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dustin Pague,boxing,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Thiago Silva,kickboxing,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
Rousimar Palhares,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Iliarde Santos,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Brendan Schaub,boxing,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Pat Healy,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Mike Ricci,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ivan Menjivar,jiu jitsu,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
Chris Clements,taekwondo,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
Nandor Guelmino,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Marcos Vinicius,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Joao Zeferino,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Keith Wisniewski,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Yuri Villefort,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Louis Gaudinot,karate,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
Pascal Krauss,boxing,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
Chico Camus,mixed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Ryan Couture,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Jared Hamman,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Justin Edwards,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
James Head,boxing,1,0,1,0,0,0,1,0,0,1,0,0,0,2,0
Mike Brown,jiu jitsu,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Vinny Magalhaes,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ednaldo Oliveira,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mac Danzig,jiu jitsu,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1
Aaron Riley,boxing,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
John Albert,mixed,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
Mike Pierce,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sean Pierson,wrestling,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2
Brian Bowles,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Leonard Garcia,mixed,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Clifford Starks,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Bristol Marunde,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Justin Lawrence,kickboxing,1,0,0,1,1,0,1,0,0,0,0,0,0,3,0
Chris Spang,boxing,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Benny Alloway,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Michael Kuiper,judo,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
Papy Abedi,judo,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
Antonio Carvalho,mixed,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1
Wanderlei Silva,muay thai,0,0,1,1,0,0,1,0,0,1,0,0,0,2,0
Riki Fukuda,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Jon Manley,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nah-Shon Burrell,mixed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Terry Etim,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Paul Sass,mixed,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Jon Fitch,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Jacob Volkmann,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Edwin Figueroa,boxing,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0
TJ Grant,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Mike Stumpf,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mike Russow,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Simeon Thoresen,mixed,0,0,1,0,1,0,1,0,0,1,0,0,0,2,0
Diego Nunes,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Wagner Prado,muay thai,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Melvin Guillard,wrestling,0,1,1,0,0,1,1,0,0,1,0,0,0,1,2
Philip De Fries,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Reuben Duran,mixed,1,1,1,0,0,0,1,0,0,1,0,0,0,2,1
Mike Rio,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Jared Papazian,mixed,0,0,1,1,0,0,1,1,0,1,0,0,0,3,0
Colin Fletcher,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brendan Loughnane,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nick Penner,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Marcus LeVesseur,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Mark Hominick,kickboxing,1,1,0,1,0,0,1,0,0,0,0,0,0,2,1
Matthew Riddle,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Rich Franklin,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Tiequan Zhang,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Yasuhiro Urushitani,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Luiz Cane,jiu jitsu,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Josh Neer,wrestling,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
Aaron Simpson,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Bart Palaszewski,jiu jitsu,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1
Dan Hardy,mixed,1,0,1,1,1,0,1,1,1,1,0,0,0,6,0
John Hathaway,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Che Mills,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DaMarques Johnson,mixed,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
Jason Young,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Matt Hamill,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Ken Stone,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Josh Grispi,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Cheick Kongo,karate,1,0,1,1,1,0,0,0,0,0,0,0,0,4,0
Karlos Vemola,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Damacio Page,wrestling,0,1,0,1,1,0,1,0,0,0,0,0,0,2,1
Forrest Griffin,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Cung Le,kickboxing,0,0,0,1,0,0,1,1,0,1,0,0,0,2,0
John Alessio,mixed,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
Anistavio Medeiros,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Delson Heleno,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
John Teixeira,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Buddy Roberts,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Henry Martinez,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jake Hecht,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jonathan Brookins,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Jason Miller,mixed,0,0,0,0,1,1,1,1,0,1,0,1,0,2,1
Amir Sadollah,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Jason MacDonald,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Cody McKenzie,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Jeff Curran,jiu jitsu,1,0,0,0,1,0,1,1,0,1,0,0,0,3,0
Alex Soto,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mike Massenzio,jiu jitsu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Miguel Torres,mixed,1,1,0,0,0,0,0,1,0,1,0,0,0,2,1
Brian Stann,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Mackens Semerzier,mixed,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1
Oli Thompson,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Norifumi Yamamoto,kickboxing,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
Anton Kuivanen,karate,1,1,0,0,1,0,0,0,0,0,0,0,1,3,1
Nick Diaz,jiu jitsu,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1
Dan Stittgen,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chael Sonnen,wrestling,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1
Joey Beltran,boxing,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1
Duane Ludwig,kickboxing,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
Mike Easton,jiu jitsu,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
Jorge Rivera,mixed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Kamal Shalorus,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Joseph Sandoval,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ricardo Funch,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Brock Lesnar,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Vladimir Matyushenko,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Tito Ortiz,wrestling,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
Claude Patrick,jiu jitsu,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0
Krzysztof Soszynski,wrestling,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2
Walel Watson,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rich Attonito,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Stephan Bonnar,wrestling,1,1,1,0,0,0,0,1,0,1,0,0,0,3,1
Tom Lawlor,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Aaron Rosa,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
John Maguire,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rob Broughton,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Michihiro Omigawa,judo,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Chris Cope,taekwondo,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0
Mirko Cro Cop,kickboxing,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0
Tyson Griffin,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Brandon Vera,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Steve Cantwell,kickboxing,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
Shane Roller,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Matt Hughes,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Junior Assuncao,jiu jitsu,1,1,1,0,0,1,1,0,0,1,0,0,1,3,2
Alan Belcher,mixed,0,1,0,1,0,1,0,1,0,1,0,0,0,2,2
Clay Harvison,muay thai,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0
Dennis Hallman,jiu jitsu,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Jeff Hougland,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Christian Morecraft,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Joe Stevenson,jiu jitsu,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2
Daniel Roberts,wrestling,0,1,0,0,1,1,0,0,0,1,0,0,0,1,2
Shane Carwin,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Kenny Florian,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Dave Herman,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Vagner Rocha,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Jesse Bongfeldt,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chuck O'Neil,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Danny Downes,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ryan McGillivray,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Kendall Grove,jiu jitsu,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Cole Escovedo,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jon Madsen,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Sean McCorkle,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Mario Miranda,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Waylon Lowe,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Ricardo Almeida,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Kurt Pellegrino,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Rob Kimmons,jiu jitsu,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Tom Blackledge,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maciej Jewtuszko,mixed,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Paul Taylor,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Phil Baroni,kickboxing,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0
Joe Doerksen,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pat Audinwood,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ian Loveland,wrestling,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
Sako Chivitchian,judo,1,1,0,0,0,1,1,0,0,1,0,0,0,1,2
Fredson Paixao,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Gerald Harris,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Karo Parisyan,judo,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2
Mike Lullo,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Paul Kelly,boxing,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Seth Petruzelli,karate,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
Kris McCray,mixed,0,1,0,0,1,0,0,1,0,1,0,0,0,2,1
Mike Guymon,mixed,0,1,1,1,0,0,1,0,0,1,0,0,0,2,1
James Wilks,mixed,0,0,0,1,0,0,1,1,0,1,0,0,0,2,0
Spencer Fisher,mixed,1,0,0,0,1,0,1,0,1,0,0,0,0,3,0
James McSweeney,muay thai,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0
Matt Serra,jiu jitsu,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1
Sean Sherk,wrestling,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
Steve Lopez,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tomasz Drwal,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brian Foster,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Randy Couture,wrestling,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
Andre Winner,mixed,1,0,0,0,1,0,1,0,0,1,0,0,0,2,0
